platform,comment_id,question_title,answer_summary,clean_text,business_mode,feedback_modes,comment_target,sentiment,confidence,quality_score,context_dependency_score,business_value_score,feedback_entropy_score,likes,high_value_reason,is_high_value_feedback,needs_llm_analysis,llm_priority_score,llm_route_reason,annotation_source,demo_case_id
zhihu,comment_1964,评论案例 1964：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1964
zhihu,comment_1965,评论案例 1965：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,monetization,competition,game,negative,0.85,3,0,0,5,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,7,high_value_pre_llm|high_entropy|competition_mode,llm,comment_1965
zhihu,comment_1966,评论案例 1966：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1966
zhihu,comment_1967,评论案例 1967：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1967
zhihu,comment_1968,评论案例 1968：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1968
zhihu,comment_1969,评论案例 1969：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1969
zhihu,comment_1970,评论案例 1970：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了正向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,positive,0.75,2,0,0,2,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1970
zhihu,comment_1971,评论案例 1971：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1971
zhihu,comment_1972,评论案例 1972：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,monetization|brand_communication,monetization|community_conflict,game,negative,0.9,3,0,3,5,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值中等，上下文依赖较低。,True,True,5,high_value_pre_llm|high_entropy,llm,comment_1972
zhihu,comment_1973,评论案例 1973：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1973
zhihu,comment_1974,评论案例 1974：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,2,1,0,2,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1974
zhihu,comment_1975,评论案例 1975：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1975
zhihu,comment_1976,评论案例 1976：剧情内容回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕剧情内容主题，对游戏本体表达了正向态度，整体信息密度为较低，已进入 LLM 候选池。,plot_discussion|monetization,competition,game,positive,0.9,2,0,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_1976
zhihu,comment_1977,评论案例 1977：产品体验回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对游戏本体表达了负向态度，整体信息密度为较低，未进入 LLM 候选池。,product_experience,product_experience,game,negative,0.76,1,0,2,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1977
zhihu,comment_1978,评论案例 1978：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1978
zhihu,comment_1979,评论案例 1979：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_1979
zhihu,comment_1980,评论案例 1980：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1980
zhihu,comment_1981,评论案例 1981：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1981
zhihu,comment_1982,评论案例 1982：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了负向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,negative,0.76,1,1,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1982
zhihu,comment_1983,评论案例 1983：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1983
zhihu,comment_1984,评论案例 1984：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1984
zhihu,comment_1985,评论案例 1985：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1985
zhihu,comment_1986,评论案例 1986：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1986
zhihu,comment_1987,评论案例 1987：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1987
zhihu,comment_1988,评论案例 1988：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_1988
zhihu,comment_1989,评论案例 1989：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1989
zhihu,comment_1990,评论案例 1990：产品体验回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对混合对象表达了中性态度，整体信息密度为中等，未进入 LLM 候选池。,product_experience|community_conflict,product_experience|community_conflict,mixed,neutral,0.58,2,1,3,3,0,该评论主要作为混合对象相关的社区回应样本被保留，业务价值中等，上下文依赖较低。,True,False,3,,rule,comment_1990
zhihu,comment_1991,评论案例 1991：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了正向态度，整体信息密度为较低，已进入 LLM 候选池。,monetization,competition,game,positive,0.9,2,0,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_1991
zhihu,comment_1992,评论案例 1992：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了正向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,positive,0.75,1,0,0,1,1,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1992
zhihu,comment_1993,评论案例 1993：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,5,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1993
zhihu,comment_1994,评论案例 1994：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1994
zhihu,comment_1995,评论案例 1995：品牌传播回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对游戏本体表达了负向态度，整体信息密度为中等，已进入 LLM 候选池。,brand_communication,brand_communication|competition,game,negative,0.85,4,1,2,4,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_1995
zhihu,comment_1996,评论案例 1996：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1996
zhihu,comment_1997,评论案例 1997：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_1997
zhihu,comment_1998,评论案例 1998：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1998
zhihu,comment_1999,评论案例 1999：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,2,0,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_1999
zhihu,comment_2000,评论案例 2000：竞品比较回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕竞品比较主题，对游戏本体表达了正向态度，整体信息密度为较低，已进入 LLM 候选池。,competition,competition,game,positive,0.85,1,2,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_2000
zhihu,comment_2001,评论案例 2001：竞品比较回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕竞品比较主题，对社区群体表达了中性态度，整体信息密度为较低，已进入 LLM 候选池。,competition,competition,community,neutral,0.9,1,0,0,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_2001
zhihu,comment_2002,评论案例 2002：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2002
zhihu,comment_2003,评论案例 2003：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2003
zhihu,comment_2004,评论案例 2004：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_2004
zhihu,comment_2005,评论案例 2005：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,2,0,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2005
zhihu,comment_2006,评论案例 2006：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2006
zhihu,comment_2007,评论案例 2007：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2007
zhihu,comment_2008,评论案例 2008：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2008
zhihu,comment_2009,评论案例 2009：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2009
zhihu,comment_2010,评论案例 2010：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2010
zhihu,comment_2011,评论案例 2011：社区冲突回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕社区冲突主题，对社区群体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,community_conflict,community_conflict,community,neutral,0.58,1,1,1,1,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2011
zhihu,comment_2012,评论案例 2012：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2012
zhihu,comment_2013,评论案例 2013：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2013
zhihu,comment_2014,评论案例 2014：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2014
zhihu,comment_2015,评论案例 2015：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2015
zhihu,comment_2016,评论案例 2016：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2016
zhihu,comment_2017,评论案例 2017：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2017
zhihu,comment_2018,评论案例 2018：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2018
zhihu,comment_2019,评论案例 2019：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2019
zhihu,comment_2020,评论案例 2020：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2020
zhihu,comment_2021,评论案例 2021：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2021
zhihu,comment_2022,评论案例 2022：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_2022
zhihu,comment_2023,评论案例 2023：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2023
zhihu,comment_2024,评论案例 2024：品牌传播回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对混合对象表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,brand_communication,competition,mixed,negative,0.88,2,0,0,2,0,该评论主要作为混合对象相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_2024
zhihu,comment_2025,评论案例 2025：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2025
zhihu,comment_2026,评论案例 2026：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2026
zhihu,comment_2027,评论案例 2027：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_2027
